city,Population,Household Income,Median Age,Number of Breweries in City,Market Segment Counts
Safety Harbor ,17466.0,58750.0,50.2,1,Entry
Safety Harbor,17466.0,58750.0,50.2,1,Entry
Sacramento ,9802.0,34085.0,35.5,1,Entry
Sackets Harbor,2163.0,62586.0,33.4,1,Entry
S Portland,25257.0,52858.0,40.1,1,Entry
Rutland,20361.0,42981.0,44.7,1,Entry
Rutherfordton,18931.0,40744.0,45.5,1,Entry
Rutherford,18201.0,85784.0,38.7,1,Entry
Ruidoso Downs,3226.0,36003.0,36.0,1,Entry
Royse City,22192.0,73146.0,33.7,1,Entry
Royersford,25668.0,71923.0,40.7,1,Entry
Salado,5747.0,92222.0,45.8,1,Entry
Salina,51196.0,45557.0,37.3,1,Entry
Salmon,6161.0,34936.0,50.1,1,Entry
Sammamish,21408.0,142926.0,37.3,1,Entry
Scotts Valley,14993.0,106519.0,40.7,1,Entry
Scotia,1064.0,52853.0,28.5,1,Entry
Schwenksville,15891.0,89224.0,39.6,1,Entry
Schiller Park,11790.0,41813.0,35.7,1,Entry
Scarborough,18963.0,77034.0,44.7,1,Entry
Sayre,11177.0,48731.0,44.1,1,Entry
Savoy,7050.0,58085.0,32.9,1,Entry
Sauk Rapids,16187.0,57662.0,33.0,1,Entry
Sauk City,5770.0,52097.0,40.3,1,Entry
Sarver,8416.0,63526.0,45.2,1,Entry
Saratoga Springs ,36864.0,67979.0,41.7,1,Entry
Saratoga,2569.0,55949.0,46.2,1,Entry
Saranac Lake,7881.0,47329.0,46.1,1,Entry
Sapphire,1407.0,56250.0,61.1,1,Entry
Santa Monica,20807.0,59695.0,37.9,1,Entry
Santa Margarita,3575.0,58190.0,42.5,1,Entry
Santa Clarita,32282.0,88415.0,38.1,1,Entry
Sanger,35768.0,47781.0,32.6,1,Entry
Sandpoint,17942.0,43041.0,45.1,1,Entry
San Saba,4447.0,33599.0,42.2,1,Entry
San Rafael,41056.0,72311.0,38.9,1,Entry
San Juan Capistrano,35192.0,75551.0,40.3,1,Entry
San Gabriel,37246.0,47368.0,41.3,1,Entry
San Fernando,35161.0,54440.0,31.3,1,Entry
San Bernardino,14548.0,36504.0,31.4,1,Entry
Royal Palm Beach,64015.0,63385.0,40.8,1,Entry
Roxboro,10821.0,23721.0,40.5,1,Entry
Rowlett,26237.0,81425.0,39.2,1,Entry
Rhinelander,19965.0,44554.0,46.6,1,Entry
Republic,3652.0,40417.0,45.2,1,Entry
Rensselaerville,565.0,60875.0,43.1,1,Entry
Renfrew,4130.0,55844.0,48.2,1,Entry
Reisterstown,33190.0,72571.0,39.8,1,Entry
Reidsville,38920.0,40542.0,42.7,1,Entry
Reedsport,5308.0,34657.0,50.1,1,Entry
Reedsburg,13507.0,50972.0,38.4,1,Entry
Reed City,7137.0,32955.0,39.6,1,Entry
Redwood City,31497.0,52818.0,31.0,1,Entry
Redondo Beach,40574.0,101575.0,38.9,1,Entry
Red Wing,18417.0,53113.0,42.2,1,Entry
Red River,434.0,44853.0,50.0,1,Entry
Red Lodge,3301.0,49458.0,50.7,1,Entry
Red Hook,10332.0,69091.0,44.0,1,Entry
Red Bud,7329.0,55852.0,41.2,1,Entry
Red Bluff,28084.0,39934.0,41.2,1,Entry
Reads Landing,132.0,37500.0,38.0,1,Entry
Reading,10845.0,40317.0,32.2,1,Entry
Raytown,33567.0,48407.0,40.1,1,Entry
Raynham,13450.0,80761.0,40.9,1,Entry
Raymond,6680.0,40741.0,47.9,1,Entry
Rayland,3368.0,39306.0,45.4,1,Entry
Raton,7663.0,34280.0,43.7,1,Entry
Ranier,138.0,49479.0,58.0,1,Entry
Randolph,4486.0,44869.0,46.7,1,Entry
Reston,18127.0,94806.0,37.8,1,Entry
Rice Lake,15648.0,40895.0,44.4,1,Entry
Rowena,655.0,41146.0,41.8,1,Entry
Richland Center,10846.0,45685.0,43.0,1,Entry
Round Hill,6588.0,124180.0,38.4,1,Entry
Rossville,20372.0,63184.0,36.0,1,Entry
Roslyn,901.0,48571.0,43.1,1,Entry
Roslindale,30960.0,66735.0,38.0,1,Entry
Rosholt,2416.0,48833.0,47.2,1,Entry
Rosemont,28749.0,54688.0,39.9,1,Entry
Roselle Park,13384.0,60308.0,39.2,1,Entry
Roseland,1821.0,41786.0,45.9,1,Entry
Romeoville,39871.0,68672.0,31.4,1,Entry
Rollingstone,1198.0,55208.0,43.0,1,Entry
Rolla,32051.0,40751.0,30.7,1,Entry
Rohnert Park,42361.0,56543.0,32.5,1,Entry
Rocky River,20170.0,67645.0,46.2,1,Entry
Rocky Hill,19743.0,77560.0,43.4,1,Entry
Rock Spring,5674.0,62601.0,41.9,1,Entry
Roberts,3802.0,72292.0,33.7,1,Entry
Rivesville,2937.0,45375.0,43.1,1,Entry
Riverview,23894.0,71132.0,39.3,1,Entry
Riverton,19777.0,48161.0,35.0,1,Entry
Ripon,10893.0,52299.0,39.8,1,Entry
Ripley,2294.0,40769.0,36.0,1,Entry
Rio Grande City,41646.0,27337.0,27.7,1,Entry
Riggins,844.0,32298.0,57.3,1,Entry
Ridgway,2780.0,66638.0,49.3,1,Entry
Ridgefield Park,12819.0,62388.0,36.9,1,Entry
Scottsbluff,18225.0,39206.0,38.9,1,Entry
Scottsville,7877.0,51840.0,39.1,1,Entry
Seagrove,6324.0,42992.0,38.7,1,Entry
Stafford Springs,12846.0,63750.0,40.9,1,Entry
St.Augustine,21450.0,58648.0,53.2,1,Entry
St. Louis,16635.0,38036.0,33.9,1,Entry
St Pete Beach,16030.0,61364.0,53.5,1,Entry
St Louis Park,29820.0,77213.0,36.0,1,Entry
Spruce Pine,10081.0,40000.0,43.6,1,Entry
Springville,30811.0,58745.0,26.5,1,Entry
Springboro,24517.0,95500.0,39.1,1,Entry
Spring Park,1862.0,44667.0,51.2,1,Entry
Spring Lake Park,30423.0,54910.0,38.7,1,Entry
Spring Lake,18976.0,57262.0,44.5,1,Entry
Spring City,11550.0,61117.0,42.9,1,Entry
Spotsylvania,13821.0,92521.0,36.7,1,Entry
Spirit Lake,8593.0,60519.0,47.9,1,Entry
Spicewood,8418.0,83024.0,49.0,1,Entry
Spencer,11733.0,60197.0,39.1,1,Entry
Spanish Fort,12994.0,75657.0,40.0,1,Entry
Southwick,9552.0,78476.0,43.4,1,Entry
Southport,16040.0,50079.0,55.9,1,Entry
Southington,32745.0,79748.0,44.1,1,Entry
South Windsor,25756.0,90499.0,42.6,1,Entry
South Padre Island,2911.0,45432.0,60.0,1,Entry
South Hadley,30571.0,51255.0,43.4,1,Entry
South Glens Falls,7983.0,58083.0,42.3,1,Entry
South Glastonbury,6082.0,124750.0,44.0,1,Entry
South El Monte,43593.0,40692.0,32.4,1,Entry
Stafford,52564.0,103818.0,33.7,1,Entry
Stanwood,21307.0,72457.0,41.9,1,Entry
South Deerfield,4441.0,64127.0,46.4,1,Entry
Starkville,42474.0,30625.0,25.8,1,Entry
Surf City,6412.0,56598.0,36.4,1,Entry
Sunriver,5971.0,47585.0,46.2,1,Entry
Suncook,11447.0,60470.0,38.6,1,Entry
Summerville,66204.0,51814.0,35.0,1,Entry
Summersville,10286.0,43721.0,45.3,1,Entry
Sultan,6498.0,60707.0,38.8,1,Entry
Sulphur Springs,25000.0,42494.0,37.4,1,Entry
Sugarhill,45866.0,63843.0,35.1,1,Entry
Sugar Grove,2174.0,58207.0,47.9,1,Entry
Suffolk,47846.0,54802.0,38.0,1,Entry
Suffield,12524.0,92546.0,39.9,1,Entry
Sudlersville,1888.0,59091.0,37.6,1,Entry
Sturgis,9276.0,38638.0,45.9,1,Entry
Strykersville,1507.0,56938.0,43.4,1,Entry
Street,7165.0,76548.0,44.6,1,Entry
Strasburg,10508.0,54238.0,41.7,1,Entry
Stover,3283.0,33444.0,46.9,1,Entry
Stoughton,19850.0,65586.0,42.8,1,Entry
Stone Mountain,52056.0,41179.0,32.6,1,Entry
Stockbridge,1257.0,41648.0,49.7,1,Entry
Still River,398.0,181810.0,42.3,1,Entry
Stevenson Ranch,19800.0,116420.0,37.0,1,Entry
Stevenson,2971.0,53009.0,44.1,1,Entry
Stevens,7811.0,62784.0,38.8,1,Entry
Statesboro,41829.0,27908.0,23.2,1,Entry
South Dennis,6018.0,49024.0,52.2,1,Entry
South Beloit,11032.0,55172.0,36.4,1,Entry
Seal Rock,1297.0,43866.0,61.0,1,Entry
Sherrodsville,2179.0,46818.0,51.4,1,Entry
Shenandoah,5980.0,42888.0,48.0,1,Entry
Shelton,35611.0,46425.0,41.9,1,Entry
Shelter Island,1846.0,76133.0,50.9,1,Entry
Shelby Township,26719.0,69171.0,46.8,1,Entry
Shelby Charter Township,25854.0,69620.0,41.5,1,Entry
Shelby,28289.0,34831.0,40.5,1,Entry
Shelburne,7387.0,94196.0,46.1,1,Entry
Sheffield,2183.0,50543.0,49.5,1,Entry
Shawnee on Delaware,272.0,132612.0,43.9,1,Entry
Shawnee,19752.0,52977.0,36.2,1,Entry
Sharon,13952.0,31135.0,39.7,1,Entry
Shamong,24380.0,71089.0,47.2,1,Entry
Shamokin,9934.0,37212.0,42.2,1,Entry
Shallotte,10221.0,35721.0,41.0,1,Entry
Seven Points,15932.0,40135.0,45.0,1,Entry
Sequim,27411.0,47771.0,57.4,1,Entry
Seneca Falls,10716.0,45591.0,41.5,1,Entry
Seminole,16835.0,49230.0,46.0,1,Entry
Selinsgrove,14941.0,48561.0,38.0,1,Entry
Sedgwick,956.0,36125.0,48.3,1,Entry
Section,3708.0,30491.0,33.7,1,Entry
Sebring,14204.0,41002.0,61.0,1,Entry
Seaview,439.0,42981.0,41.3,1,Entry
Seaside Heights,4248.0,32733.0,49.8,1,Entry
Searsmont,1645.0,42500.0,41.3,1,Entry
Sherburne,4194.0,44078.0,44.9,1,Entry
Shiner,4127.0,46307.0,46.1,1,Entry
South Barrington,44031.0,120632.0,46.3,1,Entry
Shoreline,46405.0,51499.0,38.1,1,Entry
Soquel,10571.0,73987.0,46.0,1,Entry
Sonoita,1237.0,68667.0,57.8,1,Entry
Somersworth,11804.0,53241.0,34.2,1,Entry
Somers Point,11001.0,48220.0,39.1,1,Entry
Somerdale,9559.0,57188.0,40.3,1,Entry
Solvang,7822.0,66146.0,50.4,1,Entry
Solon,24154.0,96750.0,43.5,1,Entry
Soldiers Grove,1682.0,38375.0,47.2,1,Entry
Snowshoe,60.0,21438.0,51.5,1,Entry
Snoqualmie Pass,366.0,65625.0,42.5,1,Entry
Snellville,34676.0,67018.0,39.5,1,Entry
Smithville,13470.0,36382.0,40.4,1,Entry
Smithton,2071.0,46573.0,43.8,1,Entry
Skull Valley,491.0,38264.0,55.9,1,Entry
Sitka,8945.0,69405.0,38.5,1,Entry
Simpsonville,49692.0,75832.0,39.2,1,Entry
Silverdale,20479.0,60635.0,37.9,1,Entry
Silverado,2146.0,97717.0,47.4,1,Entry
Silver City,18426.0,40686.0,44.6,1,Entry
Signal Hill,11260.0,71077.0,36.0,1,Entry
Sierra Vista,34563.0,53510.0,36.4,1,Entry
Sidney,7623.0,62987.0,40.5,1,Entry
Sibley,3455.0,46613.0,42.9,1,Entry
Show Low,16896.0,38865.0,45.3,1,Entry
Shorewood,17984.0,86706.0,38.6,1,Entry
Northbrook,40095.0,100520.0,47.1,1,Entry
Lompoc,54433.0,52032.0,34.0,1,Entry
North Woodstock,1111.0,49583.0,45.0,1,Entry
Corolla,857.0,72169.0,52.0,1,Entry
Cromwell,14076.0,75859.0,43.5,1,Entry
Crofton,26636.0,107715.0,34.2,1,Entry
Creve Coeur,19915.0,102708.0,43.0,1,Entry
Crete,15572.0,70383.0,45.3,1,Entry
Crestone,1215.0,38568.0,49.2,1,Entry
Cream Ridge,4530.0,93106.0,40.7,1,Entry
Crawfordsville,28124.0,45868.0,40.0,1,Entry
Cowiche,1213.0,54000.0,32.1,1,Entry
Cottontown,6679.0,61092.0,39.5,1,Entry
Cotati,8646.0,66111.0,35.4,1,Entry
Coshocton,19637.0,36449.0,42.1,1,Entry
Corydon,16491.0,47745.0,41.6,1,Entry
Cortland,30031.0,43985.0,32.2,1,Entry
Coronado,21247.0,91103.0,42.3,1,Entry
Cornell,2943.0,47143.0,44.8,1,Entry
Columbia Falls,13738.0,48849.0,41.3,1,Entry
Cordova,35504.0,66518.0,35.3,1,Entry
Coral Springs,38355.0,75714.0,37.5,1,Entry
Copper Harbor,124.0,35000.0,57.5,1,Entry
Coos Bay,26761.0,34755.0,42.6,1,Entry
Cooper Landing,227.0,60357.0,60.5,1,Entry
Coon Rapids,34024.0,59258.0,36.3,1,Entry
Cool Ridge,884.0,57214.0,48.7,1,Entry
Cool,4341.0,92721.0,41.1,1,Entry
Conyngham,1400.0,56080.0,52.2,1,Entry
Constantine,4507.0,44699.0,41.4,1,Entry
Conshohocken,16650.0,75136.0,34.7,1,Entry
Conneaut Lake,5382.0,43381.0,50.0,1,Entry
Concrete,3990.0,48071.0,47.1,1,Entry
Colville,12132.0,40412.0,46.8,1,Entry
Crosby,3492.0,30491.0,47.5,1,Entry
Cross Plains,5699.0,77098.0,40.2,1,Entry
Crosslake,2366.0,63500.0,59.1,1,Entry
Crystal Lake,48234.0,81031.0,37.4,1,Entry
Delton,7201.0,49693.0,47.9,1,Entry
Delray Beach,21377.0,45173.0,37.5,1,Entry
Delmont,5356.0,53146.0,51.1,1,Entry
Delaplane,1289.0,115667.0,47.0,1,Entry
Delano,8686.0,81491.0,39.5,1,Entry
Deland,31190.0,41455.0,44.1,1,Entry
Defiance,28349.0,48614.0,39.6,1,Entry
Deer Lodge,5711.0,40685.0,43.5,1,Entry
Debary,19506.0,54098.0,48.3,1,Entry
DeKalb,46267.0,37922.0,24.1,1,Entry
Davison,32169.0,51156.0,39.6,1,Entry
Davie,44952.0,58270.0,39.2,1,Entry
Davidson,15034.0,87431.0,35.8,1,Entry
Darrington,2328.0,39280.0,38.5,1,Entry
Darlington,4863.0,51014.0,40.0,1,Entry
Danielson,10223.0,47628.0,41.8,1,Entry
Dania,15570.0,37020.0,41.5,1,Entry
Danbury,49777.0,53944.0,34.6,1,Entry
Damascus,3371.0,32083.0,49.8,1,Entry
Daly City,61591.0,76978.0,39.6,1,Entry
Dallastown,10593.0,58089.0,42.0,1,Entry
Daleville,2277.0,91295.0,46.4,1,Entry
Dahlonega,26185.0,41635.0,36.3,1,Entry
Cynthiana,15999.0,34930.0,41.9,1,Entry
Cut Bank,4590.0,39572.0,31.9,1,Entry
Custer,5707.0,44183.0,52.7,1,Entry
Cumming,58225.0,81378.0,35.3,1,Entry
Culver City,32335.0,71235.0,39.4,1,Entry
Cullman,20244.0,35726.0,38.0,1,Entry
Columbiana,10422.0,48480.0,46.2,1,Entry
Colts Neck,10146.0,136184.0,43.2,1,Entry
Cedar City,19719.0,43427.0,25.7,1,Entry
Chase Mills,613.0,42000.0,40.1,1,Entry
Chesterton,24282.0,69149.0,38.9,1,Entry
Chesterfield,41732.0,93110.0,48.5,1,Entry
Chester ,12043.0,87114.0,40.0,1,Entry
Chesapeake Beach,10071.0,97649.0,35.8,1,Entry
Chesapeake,61868.0,96091.0,39.9,1,Entry
Cherry Valley,2035.0,44464.0,47.7,1,Entry
Cherry Hill,30845.0,109752.0,44.1,1,Entry
Cheney,3803.0,66364.0,37.8,1,Entry
Chemung,1032.0,56481.0,46.3,1,Entry
Chelan,6929.0,51411.0,38.0,1,Entry
Chehalis,23647.0,49762.0,41.0,1,Entry
Cheektowaga,33075.0,45279.0,40.8,1,Entry
Cheboygan,14315.0,36482.0,47.9,1,Entry
Chaska,25741.0,73737.0,34.9,1,Entry
Chardon,23430.0,64572.0,44.0,1,Entry
Colton,57326.0,41198.0,28.5,1,Entry
Channahon,12530.0,86325.0,35.2,1,Entry
Champion,1382.0,44010.0,53.5,1,Entry
Challis,2522.0,37875.0,44.2,1,Entry
Chalfont,21694.0,101522.0,39.4,1,Entry
Ceres,43160.0,47691.0,31.0,1,Entry
Central Valley,1808.0,72216.0,46.1,1,Entry
Central City,733.0,39537.0,43.5,1,Entry
Centerport,6369.0,94929.0,42.7,1,Entry
Center Moriches,7425.0,93929.0,38.8,1,Entry
Celina,19285.0,46650.0,42.5,1,Entry
Cedarville,1342.0,36335.0,55.3,1,Entry
Cedaredge,5374.0,38778.0,52.9,1,Entry
Cedar Springs,15987.0,57622.0,35.2,1,Entry
Cedar Falls,42337.0,51257.0,27.7,1,Entry
Chewelah,5178.0,33589.0,49.2,1,Entry
Chicago Ridge,14294.0,50336.0,33.9,1,Entry
Chicopee,30571.0,51255.0,43.4,1,Entry
Chincoteague,2968.0,38036.0,49.5,1,Entry
Colrain,1784.0,49886.0,46.5,1,Entry
Colorado City,6019.0,29944.0,15.4,1,Entry
Collinsville,32843.0,52289.0,38.1,1,Entry
Collingswood,17826.0,72429.0,41.0,1,Entry
Collierville,48641.0,99256.0,39.0,1,Entry
College Point,23037.0,58465.0,37.2,1,Entry
Coldwater,6148.0,61926.0,40.1,1,Entry
Cohoes,20102.0,47138.0,42.0,1,Entry
Cocoa Beach,13958.0,47952.0,53.6,1,Entry
Cocoa,14945.0,25797.0,40.4,1,Entry
Cobden,3558.0,41996.0,40.0,1,Entry
Coatesville,52798.0,67460.0,37.5,1,Entry
Clinton,5959.0,64902.0,52.8,1,Entry
Clifton Park,42069.0,80908.0,40.8,1,Entry
Clifton Forge,6694.0,39635.0,46.4,1,Entry
Clemmons,25998.0,74741.0,43.3,1,Entry
Clearlake,15427.0,25460.0,41.6,1,Entry
Clearfield,14134.0,36713.0,41.9,1,Entry
Clay,10919.0,77708.0,37.6,1,Entry
Clawson,11913.0,51868.0,40.0,1,Entry
Clarksboro,2505.0,91005.0,41.9,1,Entry
Clare,8612.0,37963.0,37.4,1,Entry
Clancy,4785.0,93913.0,46.3,1,Entry
Cisco,5736.0,41000.0,38.1,1,Entry
Cimarron,906.0,37895.0,47.9,1,Entry
Christopher,2830.0,33587.0,40.7,1,Entry
Christiana,6350.0,67014.0,31.6,1,Entry
Chino Valley,15933.0,42922.0,51.7,1,Entry
Chino,81596.0,70768.0,34.1,1,Entry
Deming,2653.0,35895.0,48.2,1,Entry
Denison,22343.0,40999.0,41.3,1,Entry
Derby,12841.0,53098.0,40.7,1,Entry
Ely,5890.0,42386.0,51.6,1,Entry
Ewing,9579.0,80449.0,42.7,1,Entry
Evans,41342.0,86628.0,38.5,1,Entry
Eustis,19962.0,36376.0,43.1,1,Entry
Eureka Springs,4176.0,36332.0,54.7,1,Entry
Estacada,10759.0,60505.0,41.8,1,Entry
Essex Junction,20010.0,76074.0,39.5,1,Entry
Epsom,4596.0,73723.0,45.8,1,Entry
Enterprise,2978.0,43972.0,53.8,1,Entry
Enfield,44699.0,67191.0,41.1,1,Entry
Endicott,44363.0,50420.0,43.1,1,Entry
Emporia,28837.0,37665.0,30.6,1,Entry
Emmitsburg,6323.0,57455.0,25.5,1,Entry
Embudo,415.0,19881.0,63.2,1,Entry
Elyria,63911.0,43449.0,38.8,1,Entry
Elmsford,8029.0,81667.0,34.6,1,Entry
Derwood,14176.0,120603.0,43.1,1,Entry
Elmira,6943.0,45000.0,39.7,1,Entry
Elmhurst,46450.0,93308.0,40.2,1,Entry
Ellisville,36799.0,85133.0,43.5,1,Entry
Ellington,15593.0,84840.0,40.1,1,Entry
Ellicottville,1302.0,54625.0,51.0,1,Entry
Elkton,9403.0,44765.0,45.8,1,Entry
Elko,22824.0,71623.0,30.9,1,Entry
Elkhorn,16310.0,95338.0,35.2,1,Entry
Elkhart Lake,3468.0,58234.0,49.3,1,Entry
Elkader,2269.0,54143.0,49.6,1,Entry
Elk River,119.0,34583.0,50.3,1,Entry
Elk Rapids,2251.0,46318.0,50.3,1,Entry
Elk Grove Village,33973.0,67473.0,43.5,1,Entry
Elizaville,1788.0,51923.0,40.8,1,Entry
Excelsior,17387.0,108911.0,45.4,1,Entry
Excelsior Springs,16628.0,51679.0,38.7,1,Entry
Fabius,2000.0,76618.0,40.7,1,Entry
Fair Oaks,40921.0,73720.0,44.2,1,Entry
Fort Bragg,14527.0,41496.0,45.3,1,Entry
Fort Atkinson,18671.0,55092.0,41.5,1,Entry
Fort Ann,3877.0,58893.0,42.9,1,Entry
Forked River,19868.0,64357.0,42.6,1,Entry
Forest Park,14202.0,51055.0,39.1,1,Entry
Forest,21793.0,73776.0,42.0,1,Entry
Flushing,107962.0,45964.0,31.5,1,Entry
Floyd,6426.0,46040.0,45.5,1,Entry
Flossmoor,9007.0,98140.0,46.8,1,Entry
Florida,3926.0,70975.0,45.6,1,Entry
Fletcher,15406.0,45273.0,40.6,1,Entry
Flat Rock,7771.0,42546.0,46.0,1,Entry
Fiskdale,2689.0,61719.0,42.6,1,Entry
Findlay,54941.0,47592.0,38.7,1,Entry
Fife Lake,3475.0,41728.0,47.1,1,Entry
Festus,26982.0,51828.0,39.5,1,Entry
Ferdinand,4906.0,61653.0,40.0,1,Entry
Federalsburg,5588.0,42683.0,42.2,1,Entry
Fawn Grove,2230.0,64330.0,40.5,1,Entry
Farmville,8807.0,36736.0,38.6,1,Entry
Faribault,29791.0,52896.0,37.8,1,Entry
Falmouth,8554.0,59858.0,56.5,1,Entry
Fallbrook,47282.0,61067.0,40.8,1,Entry
Fall Creek,3905.0,58667.0,43.0,1,Entry
Fairplay,2218.0,58226.0,40.8,1,Entry
Fairmount,4812.0,47936.0,44.1,1,Entry
Fairlawn,21702.0,39808.0,30.7,1,Entry
Fairhope,29408.0,57584.0,43.3,1,Entry
Fairburn,28726.0,53956.0,32.7,1,Entry
Elizabeth City,40468.0,46110.0,36.7,1,Entry
Eliot,6234.0,78156.0,44.6,1,Entry
Elgin,963.0,50441.0,53.1,1,Entry
Dutton,20073.0,80434.0,37.9,1,Entry
Dupont,8672.0,83171.0,32.0,1,Entry
Dunsmuir,2179.0,32000.0,51.0,1,Entry
Dundas,1921.0,70104.0,37.8,1,Entry
Duncansville,12412.0,48678.0,45.5,1,Entry
Du Quoin,8835.0,37407.0,41.1,1,Entry
Du Bois,19488.0,44277.0,42.6,1,Entry
Dryden,3997.0,60799.0,42.9,1,Entry
Driftwood,3446.0,87228.0,43.5,1,Entry
Drexel,2306.0,45625.0,41.7,1,Entry
Dowell,219.0,143523.0,57.8,1,Entry
Douglassville,14789.0,76946.0,39.9,1,Entry
Dothan,36679.0,37708.0,38.2,1,Entry
Dorr,9578.0,70093.0,33.3,1,Entry
Dorchester,34172.0,45130.0,30.2,1,Entry
Doral,38958.0,41410.0,38.3,1,Entry
Dolores,5207.0,48500.0,43.1,1,Entry
Doe Run,1108.0,18764.0,37.7,1,Entry
Dodge City,30507.0,50663.0,29.4,1,Entry
Dobbs Ferry,10948.0,105000.0,41.5,1,Entry
Dixon,20845.0,71261.0,34.6,1,Entry
Divide,3881.0,65714.0,49.3,1,Entry
Dimondale,5763.0,58696.0,48.3,1,Entry
Dillsburg,18318.0,68684.0,40.7,1,Entry
Dighton,3926.0,79615.0,43.2,1,Entry
Dickinson Center,830.0,45903.0,35.7,1,Entry
Dexter,14627.0,90966.0,38.3,1,Entry
Dewitt,17032.0,74788.0,39.7,1,Entry
Dewey Beach,11576.0,61069.0,57.0,1,Entry
Detroit Lakes,16260.0,51207.0,44.2,1,Entry
Duquesne,5581.0,20152.0,38.6,1,Entry
Duvall,10964.0,95025.0,38.0,1,Entry
Eldred,619.0,39625.0,53.0,1,Entry
Dyer,21917.0,76034.0,40.8,1,Entry
Elburn,10357.0,90833.0,40.2,1,Entry
El Reno,18888.0,48938.0,39.0,1,Entry
El Prado,5560.0,39426.0,54.0,1,Entry
El Dorado Hills,40829.0,119382.0,40.7,1,Entry
El Dorado,17831.0,48590.0,34.4,1,Entry
El Cerrito,24101.0,84466.0,44.6,1,Entry
El Cajon,57747.0,46856.0,34.1,1,Entry
Egg Harbor,1208.0,57188.0,55.4,1,Entry
Edwardsville,33736.0,72877.0,35.2,1,Entry
Edwards,9511.0,82047.0,33.0,1,Entry
Edison,16030.0,74589.0,38.2,1,Entry
Edina,8819.0,104211.0,47.1,1,Entry
Edgewater,25517.0,37211.0,33.5,1,Entry
Edgartown,4135.0,66711.0,49.5,1,Entry
Ebensburg,9453.0,59147.0,42.2,1,Entry
Eaton,7751.0,64094.0,37.0,1,Entry
Eastsound,3651.0,47279.0,50.7,1,Entry
East Troy,9811.0,63319.0,42.2,1,Entry
East Rochester,8006.0,49683.0,37.5,1,Entry
East Petersburg,4660.0,68587.0,38.6,1,Entry
East Peoria,25203.0,54765.0,40.9,1,Entry
East Hartford,24349.0,43098.0,36.2,1,Entry
East Hampton,12603.0,92100.0,40.6,1,Entry
East Greenwich,18241.0,85429.0,45.3,1,Entry
East Brookfield,2253.0,66042.0,42.7,1,Entry
East Berne,1555.0,83409.0,46.9,1,Entry
East Aurora,17137.0,71278.0,45.6,1,Entry
Earlton,1276.0,49479.0,49.7,1,Entry
Eagle Nest,615.0,48929.0,49.9,1,Entry
Cedar Crest,2958.0,82143.0,50.6,1,Entry
Cayucos,2733.0,55956.0,58.8,1,Entry
Fort Drum,3269.0,50667.0,22.1,1,Entry
Banks,4133.0,82232.0,40.8,1,Entry
Beach Haven,6926.0,73094.0,61.5,1,Entry
Bayfield,7366.0,64213.0,45.0,1,Entry
Baxter,29231.0,44553.0,39.4,1,Entry
Battle Creek,21560.0,43643.0,40.6,1,Entry
Bath,10889.0,46367.0,44.1,1,Entry
Batesville,11985.0,63854.0,38.4,1,Entry
Batavia,23208.0,42809.0,41.2,1,Entry
Basking Ridge,26397.0,125837.0,42.9,1,Entry
Basalt,6606.0,71523.0,36.6,1,Entry
Bartlesville,14410.0,34954.0,36.1,1,Entry
Barrington,44031.0,120632.0,46.3,1,Entry
Bargersville,6051.0,74663.0,38.5,1,Entry
Banning,32134.0,39291.0,46.2,1,Entry
Banner Elk,6604.0,47992.0,40.0,1,Entry
Bandon,7093.0,38515.0,57.7,1,Entry
Atlantic Highlands,8901.0,84428.0,41.2,1,Entry
Bandera,8053.0,43780.0,51.2,1,Entry
Ballston Lake,14841.0,90897.0,43.5,1,Entry
Bala Cynwyd,9492.0,104933.0,43.3,1,Entry
Baileys Harbor,1623.0,56563.0,48.9,1,Entry
Bailey,8459.0,66319.0,45.2,1,Entry
Azusa,60036.0,55495.0,28.3,1,Entry
Aztec,16968.0,54649.0,37.4,1,Entry
Axton,6658.0,36909.0,42.2,1,Entry
Avondale,39263.0,44658.0,28.1,1,Entry
Avon,21440.0,82603.0,40.8,1,Entry
Avalon,3960.0,65721.0,34.9,1,Entry
Ava,2406.0,62213.0,38.5,1,Entry
Auburn Hills,21025.0,52937.0,33.3,1,Entry
Auburn ,19363.0,48743.0,38.8,1,Entry
Bear,41159.0,83056.0,35.9,1,Entry
Bear Creek,3583.0,46866.0,48.4,1,Entry
Beaufort,349.0,29773.0,22.5,1,Entry
Beaver,1115.0,57024.0,46.9,1,Entry
Beulah,3443.0,48972.0,50.4,1,Entry
Berwick,19334.0,42966.0,43.2,1,Entry
Bertram,5011.0,52277.0,45.6,1,Entry
Berkley,6452.0,90741.0,40.1,1,Entry
Berkeley Springs,12747.0,40098.0,45.4,1,Entry
Berkeley Heights,12200.0,133569.0,43.4,1,Entry
Berger,467.0,32188.0,48.4,1,Entry
Berea,19266.0,56199.0,38.4,1,Entry
Benicia,27294.0,88930.0,44.2,1,Entry
Bemidji,33418.0,46640.0,34.8,1,Entry
Belt,1732.0,57500.0,37.8,1,Entry
Belmar,21769.0,79312.0,43.3,1,Entry
Bellville,9296.0,46250.0,41.5,1,Entry
Bellefonte,26987.0,52517.0,41.2,1,Entry
Bellefontaine,19361.0,46706.0,38.5,1,Entry
Belle Plaine,8835.0,68508.0,33.7,1,Entry
Belle Center,3516.0,54552.0,38.5,1,Entry
Bellaire,4232.0,46697.0,53.7,1,Entry
